    Fribourg_Switzerland
    46.82,7.16,610,+1
	Ibn	Idh
3886	0.00	0.00
3887	0.00	0.00
3888	0.00	0.00
3889	0.00	0.00
3890	0.00	0.00
3891	0.00	0.00
3892	0.00	0.00
3893	0.00	0.00
3894	46.23	14.00
3895	9.91	41.00
3896	5.46	75.00
3897	3.81	106.00
3898	4.49	141.00
3899	5.10	200.00
3900	5.77	227.00
3901	86.81	394.00
3902	76.87	448.00
3903	102.46	528.00
3904	81.33	424.00
3905	22.35	220.00
3906	3.78	44.00
3907	5.40	11.00
3908	9.71	7.00
3909	0.00	0.00
3910	0.00	0.00
3911	0.00	0.00
3912	0.00	0.00
3913	0.00	0.00
3914	0.00	0.00
3915	0.00	0.00
3916	0.00	0.00
3917	0.00	0.00
3918	22.92	15.00
3919	9.89	39.00
3920	5.46	60.00
3921	1.90	45.00
3922	2.99	73.00
3923	3.82	163.00
3924	3.46	191.00
3925	3.30	126.00
3926	2.20	125.00
3927	2.30	144.00
3928	3.81	156.00
3929	4.46	142.00
3930	3.77	156.00
3931	10.76	114.00
3932	14.47	46.00
3933	0.00	0.00
3934	0.00	0.00
3935	0.00	0.00
3936	0.00	0.00
3937	0.00	0.00
3938	0.00	0.00
3939	0.00	0.00
3940	0.00	0.00
3941	0.00	0.00
3942	22.79	39.00
3943	9.89	95.00
3944	35.47	235.00
3945	62.82	263.00
3946	254.51	340.00
3947	521.25	367.00
3948	794.25	256.00
3949	903.61	178.00
3950	843.54	188.00
3951	888.57	105.00
3952	845.84	101.00
3953	791.92	93.00
3954	579.76	95.00
3955	321.84	81.00
3956	28.76	40.00
3957	0.00	0.00
3958	0.00	0.00
3959	0.00	0.00
3960	0.00	0.00
3961	0.00	0.00
3962	0.00	0.00
3963	0.00	0.00
3964	0.00	0.00
3965	0.00	0.00
3966	136.20	40.00
3967	761.08	130.00
3968	755.82	166.00
3969	565.40	153.00
3970	913.25	154.00
3971	934.11	167.00
3972	618.92	270.00
3973	376.48	385.00
3974	395.80	439.00
3975	712.20	228.00
3976	649.92	259.00
3977	722.60	147.00
3978	614.32	92.00
3979	486.62	70.00
3980	204.90	41.00
3981	0.00	0.00
3982	0.00	0.00
3983	0.00	0.00
3984	0.00	0.00
3985	0.00	0.00
3986	0.00	0.00
3987	0.00	0.00
3988	0.00	0.00
3989	0.00	0.00
3990	430.66	52.00
3991	869.91	56.00
3992	936.12	66.00
3993	953.93	84.00
3994	910.35	132.00
3995	932.83	130.00
3996	721.42	246.00
3997	527.81	407.00
3998	631.27	332.00
3999	684.20	247.00
4000	541.75	270.00
4001	646.10	158.00
4002	273.78	176.00
4003	162.63	170.00
4004	14.22	46.00
4005	0.00	0.00
4006	0.00	0.00
4007	0.00	0.00
4008	0.00	0.00
4009	0.00	0.00
4010	0.00	0.00
4011	0.00	0.00
4012	0.00	0.00
4013	0.00	0.00
4014	45.36	38.00
4015	24.73	85.00
4016	24.57	152.00
4017	20.95	239.00
4018	46.43	305.00
4019	323.71	404.00
4020	492.06	409.00
4021	737.25	245.00
4022	388.92	341.00
4023	452.05	351.00
4024	241.56	335.00
4025	17.76	238.00
4026	9.36	130.00
4027	5.32	97.00
4028	4.72	32.00
4029	0.00	0.00
4030	0.00	0.00
4031	0.00	0.00
4032	0.00	0.00
4033	0.00	0.00
4034	0.00	0.00
4035	0.00	0.00
4036	0.00	0.00
4037	0.00	0.00
4038	22.75	38.00
4039	54.46	95.00
4040	661.21	95.00
4041	775.56	158.00
4042	807.45	251.00
4043	307.19	364.00
4044	419.46	363.00
4045	536.40	287.00
4046	305.56	386.00
4047	784.37	254.00
4048	769.62	210.00
4049	669.77	134.00
4050	650.40	80.00
4051	498.65	63.00
4052	215.94	45.00
4053	0.00	0.00
4054	0.00	0.00
4055	0.00	0.00
4056	0.00	0.00
4057	0.00	0.00
4058	0.00	0.00
4059	0.00	0.00
4060	0.00	0.00
4061	0.00	0.00
4062	205.76	60.00
4063	728.79	83.00
4064	935.27	61.00
4065	951.44	76.00
4066	965.12	94.00
4067	972.78	92.00
4068	942.69	92.00
4069	964.12	96.00
4070	955.85	97.00
4071	880.29	87.00
4072	846.12	86.00
4073	806.45	76.00
4074	673.70	67.00
4075	518.68	57.00
4076	233.74	37.00
4077	0.00	0.00
4078	0.00	0.00
4079	0.00	0.00
4080	0.00	0.00
4081	0.00	0.00
4082	0.00	0.00
4083	0.00	0.00
4084	0.00	0.00
4085	0.00	0.00
4086	529.67	47.00
4087	899.05	50.00
4088	922.61	63.00
4089	936.88	77.00
4090	925.11	105.00
4091	928.43	107.00
4092	909.39	103.00
4093	932.27	105.00
4094	918.43	109.00
4095	851.30	100.00
4096	821.61	99.00
4097	789.48	85.00
4098	635.52	78.00
4099	372.36	72.00
4100	121.09	55.00
4101	0.00	0.00
4102	0.00	0.00
4103	0.00	0.00
4104	0.00	0.00
4105	0.00	0.00
4106	0.00	0.00
4107	0.00	0.00
4108	0.00	0.00
4109	0.00	0.00
4110	348.75	51.00
4111	781.65	62.00
4112	937.53	64.00
4113	956.79	73.00
4114	969.16	102.00
4115	996.39	87.00
4116	862.29	131.00
4117	659.18	185.00
4118	307.55	256.00
4119	541.76	250.00
4120	237.14	291.00
4121	196.10	282.00
4122	443.02	234.00
4123	210.87	155.00
4124	13.92	49.00
4125	0.00	0.00
4126	0.00	0.00
4127	0.00	0.00
4128	0.00	0.00
4129	0.00	0.00
4130	0.00	0.00
4131	0.00	0.00
4132	0.00	0.00
4133	0.00	0.00
4134	470.52	52.00
4135	893.63	63.00
4136	941.72	70.00
4137	942.45	92.00
4138	977.32	105.00
4139	996.83	93.00
4140	973.20	88.00
4141	991.58	98.00
4142	993.70	93.00
4143	928.62	73.00
4144	890.10	72.00
4145	850.12	62.00
4146	721.45	54.00
4147	560.51	50.00
4148	259.16	34.00
4149	0.00	0.00
4150	0.00	0.00
4151	0.00	0.00
4152	0.00	0.00
4153	0.00	0.00
4154	0.00	0.00
4155	0.00	0.00
4156	0.00	0.00
4157	0.00	0.00
4158	429.51	56.00
4159	981.62	45.00
4160	946.11	74.00
4161	962.65	85.00
4162	1005.12	82.00
4163	1001.17	83.00
4164	968.88	82.00
4165	985.12	88.00
4166	967.39	93.00
4167	899.79	80.00
4168	875.86	77.00
4169	815.70	76.00
4170	640.87	70.00
4171	457.21	66.00
4172	166.17	43.00
4173	0.00	0.00
4174	0.00	0.00
4175	0.00	0.00
4176	0.00	0.00
4177	0.00	0.00
4178	0.00	0.00
4179	0.00	0.00
4180	0.00	0.00
4181	0.00	0.00
4182	388.17	53.00
4183	75.40	108.00
4184	165.34	186.00
4185	252.94	242.00
4186	120.30	294.00
4187	761.53	201.00
4188	513.46	404.00
4189	204.08	616.00
4190	142.26	553.00
4191	690.18	268.00
4192	435.89	324.00
4193	13.24	210.00
4194	168.90	203.00
4195	188.95	78.00
4196	18.42	42.00
4197	0.00	0.00
4198	0.00	0.00
4199	0.00	0.00
4200	0.00	0.00
4201	0.00	0.00
4202	0.00	0.00
4203	0.00	0.00
4204	0.00	0.00
4205	0.00	0.00
4206	74.19	22.00
4207	651.03	55.00
4208	900.30	68.00
4209	913.40	86.00
4210	936.19	120.00
4211	726.23	215.00
4212	802.25	211.00
4213	904.30	173.00
4214	890.83	147.00
4215	835.45	124.00
4216	804.78	114.00
4217	775.15	91.00
4218	660.29	72.00
4219	521.70	57.00
4220	257.48	35.00
4221	0.00	0.00
4222	0.00	0.00
4223	0.00	0.00
4224	0.00	0.00
4225	0.00	0.00
4226	0.00	0.00
4227	0.00	0.00
4228	0.00	0.00
4229	0.00	0.00
4230	429.64	53.00
4231	973.32	41.00
4232	991.02	49.00
4233	997.43	59.00
4234	858.82	173.00
4235	1000.56	75.00
4236	974.71	70.00
4237	980.30	79.00
4238	960.98	88.00
4239	880.05	81.00
4240	849.95	79.00
4241	821.91	67.00
4242	693.28	59.00
4243	536.98	53.00
4244	252.54	35.00
4245	0.00	0.00
4246	0.00	0.00
4247	0.00	0.00
4248	0.00	0.00
4249	0.00	0.00
4250	0.00	0.00
4251	0.00	0.00
4252	0.00	0.00
4253	0.00	0.00
4254	336.71	55.00
4255	922.06	48.00
4256	946.39	60.00
4257	949.02	79.00
4258	980.46	91.00
4259	950.12	133.00
4260	901.28	137.00
4261	907.05	131.00
4262	919.54	118.00
4263	861.74	103.00
4264	834.73	95.00
4265	817.27	76.00
4266	700.39	62.00
4267	539.26	55.00
4268	243.13	37.00
4269	0.00	0.00
4270	0.00	0.00
4271	0.00	0.00
4272	0.00	0.00
4273	0.00	0.00
4274	0.00	0.00
4275	0.00	0.00
4276	0.00	0.00
4277	0.00	0.00
4278	372.72	55.00
4279	973.09	44.00
4280	993.55	51.00
4281	993.12	62.00
4282	996.75	80.00
4283	980.41	92.00
4284	927.25	115.00
4285	928.27	120.00
4286	835.43	157.00
4287	541.35	301.00
4288	232.90	309.00
4289	693.67	146.00
4290	322.30	218.00
4291	300.92	65.00
4292	233.83	41.00
4293	0.00	0.00
4294	0.00	0.00
4295	0.00	0.00
4296	0.00	0.00
4297	0.00	0.00
4298	0.00	0.00
4299	0.00	0.00
4300	0.00	0.00
4301	0.00	0.00
4302	384.32	52.00
4303	777.82	72.00
4304	72.58	166.00
4305	216.39	246.00
4306	848.34	173.00
4307	846.62	201.00
4308	875.78	173.00
4309	779.21	209.00
4310	631.94	221.00
4311	757.76	163.00
4312	668.51	172.00
4313	523.15	154.00
4314	520.42	133.00
4315	368.87	102.00
4316	174.21	43.00
4317	0.00	0.00
4318	0.00	0.00
4319	0.00	0.00
4320	0.00	0.00
4321	0.00	0.00
4322	0.00	0.00
4323	0.00	0.00
4324	0.00	0.00
4325	0.00	0.00
4326	312.43	50.00
4327	803.39	54.00
4328	873.69	68.00
4329	896.34	85.00
4330	914.63	108.00
4331	916.79	112.00
4332	900.71	107.00
4333	909.34	113.00
4334	898.38	120.00
4335	831.18	109.00
4336	808.32	99.00
4337	778.85	84.00
4338	646.34	72.00
4339	486.60	61.00
4340	210.94	39.00
4341	0.00	0.00
4342	0.00	0.00
4343	0.00	0.00
4344	0.00	0.00
4345	0.00	0.00
4346	0.00	0.00
4347	0.00	0.00
4348	0.00	0.00
4349	0.00	0.00
4350	147.48	57.00
4351	850.48	51.00
4352	887.89	65.00
4353	900.20	84.00
4354	911.42	111.00
4355	922.89	112.00
4356	899.08	114.00
4357	895.54	128.00
4358	899.82	126.00
4359	825.66	121.00
4360	771.93	122.00
4361	728.97	106.00
4362	574.17	98.00
4363	400.36	85.00
4364	123.90	57.00
4365	0.00	0.00
4366	0.00	0.00
4367	0.00	0.00
4368	0.00	0.00
4369	0.00	0.00
4370	0.00	0.00
4371	0.00	0.00
4372	0.00	0.00
4373	0.00	0.00
4374	492.07	30.00
4375	562.25	81.00
4376	767.01	97.00
4377	805.01	122.00
4378	747.28	202.00
4379	738.62	212.00
4380	793.13	185.00
4381	816.81	178.00
4382	714.90	237.00
4383	690.75	203.00
4384	600.82	206.00
4385	612.99	184.00
4386	448.34	141.00
4387	28.80	68.00
4388	18.38	87.00
4389	51.72	11.00
4390	0.00	0.00
4391	0.00	0.00
4392	0.00	0.00
4393	0.00	0.00
4394	0.00	0.00
4395	0.00	0.00
4396	0.00	0.00
4397	0.00	0.00
4398	32.21	2.00
4399	10.59	1.00
4400	5.66	11.00
4401	3.90	15.00
4402	3.04	87.00
4403	12.88	294.00
4404	391.11	478.00
4405	208.19	428.00
4406	499.14	342.00
4407	736.85	214.00
4408	816.46	104.00
4409	341.14	152.00
4410	5.56	152.00
4411	5.24	81.00
4412	9.20	36.00
4413	34.75	5.00
4414	0.00	0.00
4415	0.00	0.00
4416	0.00	0.00
4417	0.00	0.00
4418	0.00	0.00
4419	0.00	0.00
4420	0.00	0.00
4421	0.00	0.00
4422	67.81	26.00
4423	336.21	76.00
4424	872.46	91.00
4425	937.91	74.00
4426	963.15	86.00
4427	959.70	95.00
4428	829.41	137.00
4429	739.65	191.00
4430	729.92	227.00
4431	867.88	101.00
4432	768.89	127.00
4433	609.02	154.00
4434	53.78	206.00
4435	10.49	126.00
4436	13.83	48.00
4437	17.55	5.00
4438	0.00	0.00
4439	0.00	0.00
4440	0.00	0.00
4441	0.00	0.00
4442	0.00	0.00
4443	0.00	0.00
4444	0.00	0.00
4445	0.00	0.00
4446	179.45	28.00
4447	10.76	21.00
4448	5.71	30.00
4449	139.10	233.00
4450	134.35	325.00
4451	34.87	234.00
4452	11.63	235.00
4453	19.86	290.00
4454	103.24	286.00
4455	106.68	305.00
4456	78.19	168.00
4457	39.74	125.00
4458	9.28	99.00
4459	244.13	112.00
4460	73.95	55.00
4461	35.51	4.00
4462	0.00	0.00
4463	0.00	0.00
4464	0.00	0.00
4465	0.00	0.00
4466	0.00	0.00
4467	0.00	0.00
4468	0.00	0.00
4469	0.00	0.00
4470	76.47	6.00
4471	10.86	30.00
4472	5.73	109.00
4473	5.89	131.00
4474	4.59	132.00
4475	16.81	335.00
4476	10.48	364.00
4477	7.73	317.00
4478	5.50	192.00
4479	3.44	170.00
4480	3.79	82.00
4481	4.42	90.00
4482	27.86	175.00
4483	81.49	88.00
4484	27.81	53.00
4485	36.00	7.00
4486	0.00	0.00
4487	0.00	0.00
4488	0.00	0.00
4489	0.00	0.00
4490	0.00	0.00
4491	0.00	0.00
4492	0.00	0.00
4493	0.00	0.00
4494	492.50	42.00
4495	707.00	69.00
4496	858.09	73.00
4497	886.53	89.00
4498	925.70	110.00
4499	954.59	105.00
4500	922.89	121.00
4501	889.53	163.00
4502	904.03	131.00
4503	857.89	108.00
4504	820.67	95.00
4505	789.95	79.00
4506	663.66	66.00
4507	494.96	58.00
4508	199.99	38.00
4509	18.28	6.00
4510	0.00	0.00
4511	0.00	0.00
4512	0.00	0.00
4513	0.00	0.00
4514	0.00	0.00
4515	0.00	0.00
4516	0.00	0.00
4517	0.00	0.00
4518	311.08	48.00
4519	741.63	57.00
4520	867.98	76.00
4521	843.71	96.00
4522	909.17	114.00
4523	917.11	121.00
4524	884.28	145.00
4525	864.91	166.00
4526	766.05	212.00
4527	647.03	224.00
4528	531.92	245.00
4529	649.01	153.00
4530	541.58	142.00
4531	408.82	81.00
4532	158.74	48.00
4533	18.61	7.00
4534	0.00	0.00
4535	0.00	0.00
4536	0.00	0.00
4537	0.00	0.00
4538	0.00	0.00
4539	0.00	0.00
4540	0.00	0.00
4541	0.00	0.00
4542	583.54	27.00
4543	771.64	56.00
4544	860.68	71.00
4545	883.98	88.00
4546	924.95	107.00
4547	935.43	111.00
4548	940.25	105.00
4549	927.75	111.00
4550	912.10	121.00
4551	835.01	118.00
4552	809.26	101.00
4553	783.97	87.00
4554	616.81	81.00
4555	420.24	125.00
4556	215.68	62.00
4557	18.99	9.00
4558	0.00	0.00
4559	0.00	0.00
4560	0.00	0.00
4561	0.00	0.00
4562	0.00	0.00
4563	0.00	0.00
4564	0.00	0.00
4565	0.00	0.00
4566	377.31	30.00
4567	683.89	77.00
4568	634.24	175.00
4569	562.70	212.00
4570	458.10	228.00
4571	348.76	374.00
4572	355.52	368.00
4573	433.32	359.00
4574	386.99	339.00
4575	310.80	311.00
4576	77.20	410.00
4577	20.69	270.00
4578	11.20	214.00
4579	74.18	138.00
4580	89.51	62.00
4581	38.85	8.00
4582	0.00	0.00
4583	0.00	0.00
4584	0.00	0.00
4585	0.00	0.00
4586	0.00	0.00
4587	0.00	0.00
4588	0.00	0.00
4589	0.00	0.00
4590	364.32	41.00
4591	348.66	90.00
4592	531.86	145.00
4593	871.79	128.00
4594	932.20	123.00
4595	947.66	124.00
4596	912.22	138.00
4597	962.99	109.00
4598	964.55	99.00
4599	890.62	97.00
4600	799.36	106.00
4601	654.01	95.00
4602	594.38	61.00
4603	501.96	58.00
4604	208.37	38.00
4605	19.92	6.00
4606	0.00	0.00
4607	0.00	0.00
4608	0.00	0.00
4609	0.00	0.00
4610	0.00	0.00
4611	0.00	0.00
4612	0.00	0.00
4613	0.00	0.00
4614	309.42	24.00
4615	879.02	49.00
4616	939.64	60.00
4617	942.84	75.00
4618	895.67	114.00
4619	835.72	170.00
4620	792.70	206.00
4621	676.42	241.00
4622	755.63	221.00
4623	799.23	148.00
4624	492.04	191.00
4625	773.37	133.00
4626	672.19	76.00
4627	335.58	59.00
4628	71.44	39.00
4629	20.48	7.00
4630	0.00	0.00
4631	0.00	0.00
4632	0.00	0.00
4633	0.00	0.00
4634	0.00	0.00
4635	0.00	0.00
4636	0.00	0.00
4637	0.00	0.00
4638	305.58	23.00
4639	860.55	48.00
4640	912.37	61.00
4641	924.07	75.00
4642	941.35	97.00
4643	947.12	101.00
4644	950.01	98.00
4645	720.59	168.00
4646	855.97	210.00
4647	536.84	228.00
4648	650.03	176.00
4649	326.39	217.00
4650	320.79	144.00
4651	267.14	84.00
4652	105.43	49.00
4653	21.12	3.00
4654	0.00	0.00
4655	0.00	0.00
4656	0.00	0.00
4657	0.00	0.00
4658	0.00	0.00
4659	0.00	0.00
4660	0.00	0.00
4661	0.00	0.00
4662	306.13	35.00
4663	177.87	92.00
4664	499.27	110.00
4665	564.53	239.00
4666	752.17	217.00
4667	711.67	219.00
4668	616.25	259.00
4669	393.04	376.00
4670	391.93	445.00
4671	746.64	224.00
4672	223.72	404.00
4673	301.62	302.00
4674	178.59	193.00
4675	21.44	111.00
4676	9.65	38.00
4677	21.85	4.00
4678	0.00	0.00
4679	0.00	0.00
4680	0.00	0.00
4681	0.00	0.00
4682	0.00	0.00
4683	0.00	0.00
4684	0.00	0.00
4685	0.00	0.00
4686	220.27	36.00
4687	720.96	69.00
4688	739.97	102.00
4689	542.37	194.00
4690	749.44	151.00
4691	776.08	228.00
4692	868.08	195.00
4693	714.63	236.00
4694	678.39	250.00
4695	790.35	175.00
4696	652.95	249.00
4697	175.61	156.00
4698	1.88	37.00
4699	5.38	13.00
4700	9.72	2.00
4701	0.00	1.00
4702	0.00	0.00
4703	0.00	0.00
4704	0.00	0.00
4705	0.00	0.00
4706	0.00	0.00
4707	0.00	0.00
4708	0.00	0.00
4709	0.00	0.00
4710	307.64	23.00
4711	871.05	49.00
4712	932.36	58.00
4713	924.38	71.00
4714	954.96	90.00
4715	965.80	94.00
4716	974.47	88.00
4717	946.70	94.00
4718	947.83	103.00
4719	874.77	96.00
4720	827.22	93.00
4721	808.01	79.00
4722	543.91	81.00
4723	121.51	55.00
4724	93.06	45.00
4725	23.64	7.00
4726	0.00	0.00
4727	0.00	0.00
4728	0.00	0.00
4729	0.00	0.00
4730	0.00	0.00
4731	0.00	0.00
4732	0.00	0.00
4733	0.00	0.00
4734	166.01	54.00
4735	500.50	90.00
4736	755.65	101.00
4737	813.84	119.00
4738	855.55	143.00
4739	779.24	151.00
4740	694.83	188.00
4741	578.00	261.00
4742	112.24	349.00
4743	700.75	252.00
4744	772.29	131.00
4745	582.49	164.00
4746	299.16	158.00
4747	13.56	57.00
4748	34.57	52.00
4749	49.50	3.00
4750	0.00	0.00
4751	0.00	0.00
4752	0.00	0.00
4753	0.00	0.00
4754	0.00	0.00
4755	0.00	0.00
4756	0.00	0.00
4757	0.00	0.00
4758	14.33	40.00
4759	426.46	111.00
4760	898.78	63.00
4761	903.18	80.00
4762	946.13	97.00
4763	964.56	101.00
4764	962.36	100.00
4765	925.94	108.00
4766	880.28	142.00
4767	792.36	143.00
4768	783.74	113.00
4769	754.24	93.00
4770	626.54	76.00
4771	454.75	64.00
4772	159.45	39.00
4773	52.06	5.00
4774	0.00	0.00
4775	0.00	0.00
4776	0.00	0.00
4777	0.00	0.00
4778	0.00	0.00
4779	0.00	0.00
4780	0.00	0.00
4781	0.00	0.00
4782	0.00	49.00
4783	121.01	131.00
4784	12.36	153.00
4785	30.85	273.00
4786	195.77	297.00
4787	844.84	162.00
4788	884.61	137.00
4789	872.41	133.00
4790	873.75	138.00
4791	799.36	130.00
4792	719.74	157.00
4793	724.33	109.00
4794	592.19	89.00
4795	117.63	47.00
4796	5.03	19.00
4797	55.07	3.00
4798	0.00	0.00
4799	0.00	0.00
4800	0.00	0.00
4801	0.00	0.00
4802	0.00	0.00
4803	0.00	0.00
4804	0.00	0.00
4805	0.00	0.00
4806	0.00	37.00
4807	543.63	88.00
4808	780.83	98.00
4809	741.51	168.00
4810	831.35	157.00
4811	889.21	150.00
4812	692.59	301.00
4813	262.82	532.00
4814	132.82	348.00
4815	1.17	62.00
4816	6.41	69.00
4817	18.04	203.00
4818	3.82	76.00
4819	5.50	7.00
4820	5.08	2.00
4821	29.31	0.00
4822	0.00	0.00
4823	0.00	0.00
4824	0.00	0.00
4825	0.00	0.00
4826	0.00	0.00
4827	0.00	0.00
4828	0.00	0.00
4829	0.00	0.00
4830	0.00	45.00
4831	210.56	158.00
4832	9.40	71.00
4833	4.15	90.00
4834	7.94	292.00
4835	5.32	170.00
4836	4.76	190.00
4837	11.25	318.00
4838	52.54	469.00
4839	61.87	337.00
4840	30.85	268.00
4841	9.04	168.00
4842	82.40	206.00
4843	16.58	84.00
4844	15.41	48.00
4845	31.43	2.00
4846	0.00	0.00
4847	0.00	0.00
4848	0.00	0.00
4849	0.00	0.00
4850	0.00	0.00
4851	0.00	0.00
4852	0.00	0.00
4853	0.00	0.00
4854	0.00	20.00
4855	60.25	80.00
4856	82.09	197.00
4857	277.17	241.00
4858	176.86	326.00
4859	389.35	394.00
4860	896.77	193.00
4861	836.18	261.00
4862	812.95	250.00
4863	776.41	210.00
4864	444.32	212.00
4865	368.50	207.00
4866	386.49	149.00
4867	375.12	102.00
4868	103.88	50.00
4869	33.99	3.00
4870	0.00	0.00
4871	0.00	0.00
4872	0.00	0.00
4873	0.00	0.00
4874	0.00	0.00
4875	0.00	0.00
4876	0.00	0.00
4877	0.00	0.00
4878	0.00	18.00
4879	279.41	93.00
4880	649.06	110.00
4881	695.09	151.00
4882	706.51	241.00
4883	739.16	222.00
4884	572.36	239.00
4885	743.97	240.00
4886	791.91	203.00
4887	466.21	257.00
4888	659.47	192.00
4889	490.59	160.00
4890	571.23	91.00
4891	394.06	66.00
4892	131.41	36.00
4893	37.15	3.00
4894	0.00	0.00
4895	0.00	0.00
4896	0.00	0.00
4897	0.00	0.00
4898	0.00	0.00
4899	0.00	0.00
4900	0.00	0.00
4901	0.00	0.00
4902	60.53	32.00
4903	603.96	71.00
4904	840.20	71.00
4905	723.62	124.00
4906	429.78	219.00
4907	597.62	249.00
4908	880.06	139.00
4909	855.04	140.00
4910	746.12	183.00
4911	846.16	131.00
4912	795.41	103.00
4913	759.15	93.00
4914	592.78	83.00
4915	258.68	72.00
4916	31.94	32.00
4917	41.13	4.00
4918	0.00	0.00
4919	0.00	0.00
4920	0.00	0.00
4921	0.00	0.00
4922	0.00	0.00
4923	0.00	0.00
4924	0.00	0.00
4925	0.00	0.00
4926	0.00	21.00
4927	70.76	131.00
4928	387.95	147.00
4929	492.50	286.00
4930	416.74	347.00
4931	541.39	271.00
4932	808.73	205.00
4933	698.02	235.00
4934	733.99	249.00
4935	397.45	305.00
4936	532.77	183.00
4937	659.31	135.00
4938	507.62	110.00
4939	345.23	72.00
4940	80.91	32.00
4941	46.28	3.00
4942	0.00	0.00
4943	0.00	0.00
4944	0.00	0.00
4945	0.00	0.00
4946	0.00	0.00
4947	0.00	0.00
4948	0.00	0.00
4949	0.00	0.00
4950	44.55	31.00
4951	461.97	95.00
4952	902.98	58.00
4953	919.78	70.00
4954	952.59	86.00
4955	967.08	89.00
4956	969.22	85.00
4957	940.09	90.00
4958	950.83	95.00
4959	881.36	91.00
4960	804.29	92.00
4961	794.15	78.00
4962	671.86	62.00
4963	475.74	50.00
4964	93.00	26.00
4965	53.18	3.00
4966	0.00	0.00
4967	0.00	0.00
4968	0.00	0.00
4969	0.00	0.00
4970	0.00	0.00
4971	0.00	0.00
4972	0.00	0.00
4973	0.00	0.00
4974	12.86	36.00
4975	501.05	110.00
4976	956.70	73.00
4977	950.05	82.00
4978	944.58	118.00
4979	914.30	116.00
4980	968.97	96.00
4981	935.16	98.00
4982	938.02	105.00
4983	873.79	102.00
4984	767.20	115.00
4985	723.10	107.00
4986	574.76	87.00
4987	398.76	63.00
4988	111.03	29.00
4989	125.80	2.00
4990	0.00	0.00
4991	0.00	0.00
4992	0.00	0.00
4993	0.00	0.00
4994	0.00	0.00
4995	0.00	0.00
4996	0.00	0.00
4997	0.00	0.00
4998	0.00	20.00
4999	15.05	18.00
5000	29.85	81.00
5001	12.88	115.00
5002	1.63	36.00
5003	6.77	129.00
5004	2.42	122.00
5005	3.42	212.00
5006	4.53	194.00
5007	2.37	128.00
5008	43.09	333.00
5009	438.05	193.00
5010	204.94	175.00
5011	144.49	103.00
5012	45.11	42.00
5013	77.54	1.00
5014	0.00	0.00
5015	0.00	0.00
5016	0.00	0.00
5017	0.00	0.00
5018	0.00	0.00
5019	0.00	0.00
5020	0.00	0.00
5021	0.00	0.00
5022	11.91	24.00
5023	423.25	94.00
5024	368.06	137.00
5025	629.92	122.00
5026	843.71	139.00
5027	858.28	131.00
5028	915.37	105.00
5029	853.44	134.00
5030	869.33	138.00
5031	820.79	153.00
5032	779.10	107.00
5033	774.21	77.00
5034	645.49	63.00
5035	454.28	58.00
5036	137.55	27.00
5037	102.08	2.00
5038	0.00	0.00
5039	0.00	0.00
5040	0.00	0.00
5041	0.00	0.00
5042	0.00	0.00
5043	0.00	0.00
5044	0.00	0.00
5045	0.00	0.00
5046	28.68	26.00
5047	472.42	91.00
5048	921.79	56.00
5049	921.76	72.00
5050	935.30	94.00
5051	937.01	105.00
5052	946.71	100.00
5053	904.57	110.00
5054	901.95	121.00
5055	832.26	120.00
5056	745.82	132.00
5057	637.66	134.00
5058	399.96	114.00
5059	252.45	87.00
5060	104.95	36.00
5061	151.54	3.00
5062	0.00	0.00
5063	0.00	0.00
5064	0.00	0.00
5065	0.00	0.00
5066	0.00	0.00
5067	0.00	0.00
5068	0.00	0.00
5069	0.00	0.00
5070	26.26	24.00
5071	443.46	91.00
5072	903.14	57.00
5073	896.28	77.00
5074	881.31	125.00
5075	886.49	130.00
5076	784.80	222.00
5077	304.12	424.00
5078	771.77	221.00
5079	806.90	143.00
5080	670.28	204.00
5081	290.49	154.00
5082	186.02	124.00
5083	41.44	94.00
5084	23.75	29.00
5085	0.00	0.00
5086	0.00	0.00
5087	0.00	0.00
5088	0.00	0.00
5089	0.00	0.00
5090	0.00	0.00
5091	0.00	0.00
5092	0.00	0.00
5093	0.00	0.00
5094	24.19	29.00
5095	41.32	76.00
5096	240.84	118.00
5097	730.24	141.00
5098	803.84	149.00
5099	830.23	164.00
5100	852.66	147.00
5101	852.39	138.00
5102	852.43	152.00
5103	783.87	201.00
5104	290.58	284.00
5105	9.36	132.00
5106	2.01	15.00
5107	5.97	13.00
5108	6.05	11.00
5109	0.00	3.00
5110	0.00	0.00
5111	0.00	0.00
5112	0.00	0.00
5113	0.00	0.00
5114	0.00	0.00
5115	0.00	0.00
5116	0.00	0.00
5117	0.00	0.00
5118	22.40	19.00
5119	559.53	65.00
5120	639.25	80.00
5121	785.12	109.00
5122	805.36	145.00
5123	858.88	141.00
5124	889.13	130.00
5125	863.67	130.00
5126	841.89	156.00
5127	738.02	168.00
5128	647.90	142.00
5129	692.00	101.00
5130	570.27	79.00
5131	340.45	63.00
5132	74.06	30.00
5133	0.00	3.00
5134	0.00	0.00
5135	0.00	0.00
5136	0.00	0.00
5137	0.00	0.00
5138	0.00	0.00
5139	0.00	0.00
5140	0.00	0.00
5141	0.00	0.00
5142	41.69	20.00
5143	374.34	86.00
5144	810.53	69.00
5145	836.25	92.00
5146	855.18	122.00
5147	865.71	134.00
5148	892.73	124.00
5149	866.97	125.00
5150	862.37	139.00
5151	785.69	141.00
5152	733.73	120.00
5153	693.29	105.00
5154	567.48	82.00
